# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
2174		n g a	446	3S FUTURE	Imbabura	nga		n g a				cole1985
2265		q a	446	3S FUTURE	Cuzco	qa		q a				cusihuaman1976
#
17		n	466	3S POSSESSOR	Apuri	n		n	n			shimelman2017
145		n	466	3S POSSESSOR	Apurimac	n		n	n			camacho2006
238		n	466	3S POSSESSOR	Ayacucho	n		n	n		ku for plural	parker1969
403		n	466	3S POSSESSOR	Cacra-Hongos	n		n	n			shimelman2017
515		n	466	3S POSSESSOR	Cajamarca	n		n	n			quesada2006
581		n	466	3S POSSESSOR	Chachapoyas	n		n	n			taylor1979
809		n	466	3S POSSESSOR	Ferrenafe	n		n	n			taylor1982
879		n	466	3S POSSESSOR	Huallaga	n		n	n		/-n/ después de V cortas, otherwise -ni is added	weber1996
1003		n	466	3S POSSESSOR	Huanca	n		n	n			cerron1976
1098		n	466	3S POSSESSOR	Huangascar	n		n	n			shimelman2017
1213		n	466	3S POSSESSOR	HuarazHuailas	n		n	n			parker1976
1358		n	466	3S POSSESSOR	Laraos	n		n	n			taylor1990
1416		n	466	3S POSSESSOR	Lincha-Tana	n		n	n			shimelman2017
1528		n	466	3S POSSESSOR	Pacaraos	n		n	n			adelaar1987
1614		n	466	3S POSSESSOR	Pastaza	n		n	n		ø tras C	landerman1973
1672		n	466	3S POSSESSOR	SanMartin	n		n	n			coombs1976
1742		n	466	3S POSSESSOR	SanPedro	n		n	n			shimelman2017
1864		n	466	3S POSSESSOR	Santiagueno	n		n	n			juanatey2020
1954		n	466	3S POSSESSOR	Tarma	n		n	n			adelaar1977
2266		n	466	3S POSSESSOR	Cuzco	n		n				cusihuaman1976
#
21		n	546	3S VERBAL	Apuri	n		n	n			shimelman2017
152		n	546	3S VERBAL	Apurimac	n		n	n			camacho2006
246		n	546	3S VERBAL	Ayacucho	n		n	n		ku for plural	parker1969
326		n	546	3S VERBAL	Azuay	n		n	n		no se marca siempre	cordero1955
407		n	546	3S VERBAL	Cacra-Hongos	n		n	n			shimelman2017
516		n	546	3S VERBAL	Cajamarca	n		n	n			quesada2006
641		n	546	3S VERBAL	Chimborazo	n		n	n			beukema1975
705		n	546	3S VERBAL	Cuzco	n		n	n			cusihuaman1976
813		n	546	3S VERBAL	Ferrenafe	n		n	n			taylor1982
884		n	546	3S VERBAL	Huallaga	n		n	n			weber1996
1005		n	546	3S VERBAL	Huanca	n		n	n			cerron1976
1102		n	546	3S VERBAL	Huangascar	n		n	n			shimelman2017
1217		n	546	3S VERBAL	HuarazHuailas	n		n	n			parker1976
1285		n	546	3S VERBAL	Inga	n		n	n		no se marca siempre	tandioy1978
1361		n	546	3S VERBAL	Laraos	n		n	n			taylor1990
1420		n	546	3S VERBAL	Lincha-Tana	n		n	n			shimelman2017
1532		n	546	3S VERBAL	Pacaraos	n		n	n			adelaar1987
1615		n	546	3S VERBAL	Pastaza	n		n	n			landerman1973
1746		n	546	3S VERBAL	SanPedro	n		n	n			shimelman2017
1868		n	546	3S VERBAL	Santiagueno	n		n	n			juanatey2020
1955		n	546	3S VERBAL	Tarma	n		n	n			adelaar1977
2118		n	546	3S VERBAL	Chachapoyas	n		n				taylor1979
2149		n	546	3S VERBAL	SanMartin	n		n				coombs1976
2175		n	546	3S VERBAL	Imbabura	n		n				cole1985
#
22		p a q - -	1	ABLATIVE	Apuri	paq		p a q	paq			shimelman2017
153		m a n t a	571	ABLATIVE	Apurimac	manta		m a n t a	manta			camacho2006
247		m a n t a	571	ABLATIVE	Ayacucho	manta		m a n t a	manta			parker1969
327		m a n d a	571	ABLATIVE	Azuay	manda		m a n d a	manda			cordero1955
408		p a q - -	1	ABLATIVE	Cacra-Hongos	paq		p a q	paq			shimelman2017
517		m a n t a	571	ABLATIVE	Cajamarca	manta		m a n t a	manta			quesada2006
583		m a n t a	571	ABLATIVE	Chachapoyas	manta		m a n t a	manta			taylor1979
642		m a n t a	571	ABLATIVE	Chimborazo	manta		m a n t a	manta			beukema1975
706		m a n t a	571	ABLATIVE	Cuzco	manta		m a n t a	manta			cusihuaman1976
815		m a n t a	571	ABLATIVE	Ferrenafe	manta		m a n t a	manta			taylor1982
885		p i - t a	5	ABLATIVE	Huallaga	pita		p i t a	pita			weber1996
1006		p i q t a	5	ABLATIVE	Huanca	piqta		p i q t a	piqta			cerron1976
1103		p a q - -	1	ABLATIVE	Huangascar	paq		p a q	paq			shimelman2017
1219		p e q - -	5	ABLATIVE	HuarazHuailas	peq		p e q	peq, pita		'de’ ‘desde’	parker1976
1220		p i - t a	5	ABLATIVE	HuarazHuailas	pita		p i t a	peq, pita		'de’ ‘desde’	parker1976
1286		m a n d a	571	ABLATIVE	Inga	manda		m a n d a	manda			tandioy1978
1362		m a n t a	571	ABLATIVE	Laraos	manta		m a n t a	manta			taylor1990
1421		p a q - -	1	ABLATIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1533		p i q - -	5	ABLATIVE	Pacaraos	piq		p i q	piq, piqta			adelaar1987
1534		p i q t a	5	ABLATIVE	Pacaraos	piqta		p i q t a	piq, piqta			adelaar1987
1616		m a n d a	571	ABLATIVE	Pastaza	manda		m a n d a	manda		Wasi-manda llucshi-shca ‘Salió de la casa’, Caspi-manda rura-shca ‘Lo hizo de madera’, Ima-manda rima-ju-n ‘¿De qué está hablando?	landerman1973
1674		m a n t a	571	ABLATIVE	SanMartin	manta		m a n t a	manta			coombs1976
1747		p a q - -	1	ABLATIVE	SanPedro	paq		p a q	paq			shimelman2017
1869		m a n t a	571	ABLATIVE	Santiagueno	manta		m a n t a	manta,mant			juanatey2020
1870		m a n t -	571	ABLATIVE	Santiagueno	mant		m a n t	manta,mant			juanatey2020
1956		p i - t a	5	ABLATIVE	Tarma	pita		p i t a	pita			adelaar1977
2176		m a n t a	571	ABLATIVE	Imbabura	manta		m a n t a				cole1985
#
23		- ʃ i	598	ACCOMPANIMENT	Apuri	shi		ʃ i	shi,si			shimelman2017
24		- s i	598	ACCOMPANIMENT	Apuri	si		s i	shi,si			shimelman2017
154		j s i	598	ACCOMPANIMENT	Apurimac	ysi		j s i	ysi			camacho2006
248		- s i	598	ACCOMPANIMENT	Ayacucho	si		s i	si			parker1969
409		- ʃ i	598	ACCOMPANIMENT	Cacra-Hongos	shi		ʃ i	shi,si			shimelman2017
410		- s i	598	ACCOMPANIMENT	Cacra-Hongos	si		s i	shi,si			shimelman2017
707		j s i	598	ACCOMPANIMENT	Cuzco	ysi		j s i	ysi			cusihuaman1976
886		- ʃ i	598	ACCOMPANIMENT	Huallaga	ši		ʃ i	ši			weber1996
1007		j ʃ i	598	ACCOMPANIMENT	Huanca	yshi		j ʃ i	yshi			cerron1976
1104		- ʃ i	598	ACCOMPANIMENT	Huangascar	shi		ʃ i	shi,si			shimelman2017
1105		- s i	598	ACCOMPANIMENT	Huangascar	si		s i	shi,si			shimelman2017
1224		ʃ i	598	ACCOMPANIMENT	HuarazHuailas	shi		ʃ i	paq,shi			parker1976
1422		- ʃ i	598	ACCOMPANIMENT	Lincha-Tana	shi		ʃ i	shi,si			shimelman2017
1423		- s i	598	ACCOMPANIMENT	Lincha-Tana	si		s i	shi,si			shimelman2017
1748		- ʃ i	598	ACCOMPANIMENT	SanPedro	shi		ʃ i	shi,si			shimelman2017
1749		- s i	598	ACCOMPANIMENT	SanPedro	si		s i	shi,si			shimelman2017
#
25		- t a	614	ACCUSATIVE	Apuri	ta		t a	ta			shimelman2017
155		- t a	614	ACCUSATIVE	Apurimac	ta		t a	ta			camacho2006
249		- t a	614	ACCUSATIVE	Ayacucho	ta		t a	ta			parker1969
328		- t a	614	ACCUSATIVE	Azuay	ta		t a	ta			cordero1955
411		k t a	10	ACCUSATIVE	Cacra-Hongos	kta		k t a	kta			shimelman2017
518		- t a	614	ACCUSATIVE	Cajamarca	ta		t a	ta			quesada2006
584		- t a	614	ACCUSATIVE	Chachapoyas	ta		t a	ta			taylor1979
643		- t a	614	ACCUSATIVE	Chimborazo	ta		t a	ta			beukema1975
708		- t a	614	ACCUSATIVE	Cuzco	ta		t a	ta			cusihuaman1976
816		- t a	614	ACCUSATIVE	Ferrenafe	ta		t a	ta			taylor1982
887		- t a	614	ACCUSATIVE	Huallaga	ta		t a	ta			weber1996
1008		k t a	10	ACCUSATIVE	Huanca	kta		k t a	kta		/k/ no se da en Jauja; en lo demás: solo después de vocales breves	cerron1976
1106		- t a	614	ACCUSATIVE	Huangascar	ta		t a	ta			shimelman2017
1221		- t a	614	ACCUSATIVE	HuarazHuailas	ta		t a	ta			parker1976
1287		- t a	614	ACCUSATIVE	Inga	ta		t a	ta			tandioy1978
1363		- t a	614	ACCUSATIVE	Laraos	ta		t a	ta			taylor1990
1424		- t a	614	ACCUSATIVE	Lincha-Tana	ta		t a	ta			shimelman2017
1535		k t a	10	ACCUSATIVE	Pacaraos	kta		k t a	kta			adelaar1987
1617		- t a	614	ACCUSATIVE	Pastaza	ta		t a	ta			landerman1973
1675		- t a	614	ACCUSATIVE	SanMartin	ta		t a	ta			coombs1976
1750		- t a	614	ACCUSATIVE	SanPedro	ta		t a	ta			shimelman2017
1871		- t -	614	ACCUSATIVE	Santiagueno	t		t	t,ta			juanatey2020
1872		- t a	614	ACCUSATIVE	Santiagueno	ta		t a	t,ta			juanatey2020
1957		- t a	614	ACCUSATIVE	Tarma	ta		t a	ta			adelaar1977
2177		t a	614	ACCUSATIVE	Imbabura	ta		t a				cole1985
#
26		p i s	639	ADDITIVE	Apuri	pis		p i s	pis,s			shimelman2017
156		p a s	639	ADDITIVE	Apurimac	pas		p a s	pas			camacho2006
250		p a s	639	ADDITIVE	Ayacucho	pas		p a s	pas			parker1969
329		p a s	639	ADDITIVE	Azuay	pas		p a s	pas			cordero1955
412		p i s	639	ADDITIVE	Cacra-Hongos	pis		p i s	pis,s			shimelman2017
519		p i s	639	ADDITIVE	Cajamarca	pis		p i s	pis			quesada2006
644		p i ʃ	639	ADDITIVE	Chimborazo	piš		p i ʃ	piš			beukema1975
709		p i s	639	ADDITIVE	Cuzco	pis		p i s	pis, pas			cusihuaman1976
710		p a s	639	ADDITIVE	Cuzco	pas		p a s	pis, pas			cusihuaman1976
817		p i s	639	ADDITIVE	Ferrenafe	pis		p i s	pis			taylor1982
888		p i s	639	ADDITIVE	Huallaga	pis		p i s	pis,si			weber1996
889		s i	640	ADDITIVE	Huallaga	si		s i	pis,si			weber1996
1009		p i s	639	ADDITIVE	Huanca	pis		p i s	pis, si			cerron1976
1010		s i	640	ADDITIVE	Huanca	si		s i	pis, si			cerron1976
1107		p i s	639	ADDITIVE	Huangascar	pis		p i s	pis,s			shimelman2017
1288		p a s	639	ADDITIVE	Inga	pas		p a s	pas			tandioy1978
1364		p i s	639	ADDITIVE	Laraos	pis		p i s	pis			taylor1990
1425		p i s	639	ADDITIVE	Lincha-Tana	pis		p i s	pis,s			shimelman2017
1618		p a s	639	ADDITIVE	Pastaza	pas		p a s	pas			landerman1973
1676		p i ʃ	639	ADDITIVE	SanMartin	pish		p i ʃ	pish			coombs1976
1751		p i s	639	ADDITIVE	SanPedro	pis		p i s	pis,s			shimelman2017
1873		p a s	639	ADDITIVE	Santiagueno	pas		p a s	pas			juanatey2020
1958		p i s	639	ADDITIVE	Tarma	pis		p i s	pis			adelaar1977
2081		p a	639	ADDITIVE	Pacaraos	pa		p a				adelaar1987
2119		p i ʃ	639	ADDITIVE	Chachapoyas	pish		p i ʃ				taylor1979
2178		p a ʃ	639	ADDITIVE	Imbabura	pash		p a ʃ				cole1985
2228		p i s	639	ADDITIVE	HuarazHuailas	pis		p i s				parker1976
#
28		q	674	AGENTIVE	Apuri	q		q	q			shimelman2017
157		q	674	AGENTIVE	Apurimac	q		q	q			camacho2006
251		χ	674	AGENTIVE	Ayacucho	q		χ	q			parker1969
330		g	674	AGENTIVE	Azuay	g		g	g			cordero1955
414		q	674	AGENTIVE	Cacra-Hongos	q		q	q			shimelman2017
521		χ	674	AGENTIVE	Cajamarca	q		χ	q			quesada2006
585		k	674	AGENTIVE	Chachapoyas	k		k	k			taylor1979
645		k	674	AGENTIVE	Chimborazo	k		k	k			beukema1975
712		q	674	AGENTIVE	Cuzco	q		q	q			cusihuaman1976
818		q	674	AGENTIVE	Ferrenafe	q		q	q			taylor1982
890		q	674	AGENTIVE	Huallaga	q		q	q			weber1996
1011		q	674	AGENTIVE	Huanca	q		q	q			cerron1976
1109		q	674	AGENTIVE	Huangascar	q		q	q			shimelman2017
1222		q	674	AGENTIVE	HuarazHuailas	q		q	q			parker1976
1289		g	674	AGENTIVE	Inga	g		g	g			tandioy1978
1365		q	674	AGENTIVE	Laraos	q		q	q			taylor1990
1427		q	674	AGENTIVE	Lincha-Tana	q		q	q			shimelman2017
1536		q	674	AGENTIVE	Pacaraos	q		q	q			adelaar1987
1537		q	674	AGENTIVE	Pacaraos	q		q	q, shqa			adelaar1987
1677		k	674	AGENTIVE	SanMartin	k		k	k			coombs1976
1753		q	674	AGENTIVE	SanPedro	q		q	q			shimelman2017
1874		q	674	AGENTIVE	Santiagueno	q		q	q			juanatey2020
1960		q	674	AGENTIVE	Tarma	q		q	q			adelaar1977
2179		q	674	AGENTIVE	Imbabura	j		q				cole1985
2293		k	674	AGENTIVE	Pastaza	k		k	k			landerman1973
#
31		p u n i	787	ASSERTIVE	Apuri	puni		p u n i	puni			shimelman2017
162		p u n i	787	ASSERTIVE	Apurimac	puni		p u n i	puni			camacho2006
258		p u n i	787	ASSERTIVE	Ayacucho	puni		p u n i	puni			parker1969
716		p u n i	787	ASSERTIVE	Cuzco	puni		p u n i	puni			cusihuaman1976
1878		p u n i	787	ASSERTIVE	Santiagueno	puni		p u n i	puni		infrequent, only nominal	alderetes2001
#
29		p a q -	720	BENEFACTIVE	Apuri	paq		p a q	paq			shimelman2017
160		p a q -	720	BENEFACTIVE	Apurimac	paq		p a q	paq			camacho2006
256		p a χ -	720	BENEFACTIVE	Ayacucho	paq		p a χ	paq			parker1969
415		p a q -	720	BENEFACTIVE	Cacra-Hongos	paq		p a q	paq			shimelman2017
522		p a χ -	720	BENEFACTIVE	Cajamarca	paq		p a χ	paq			quesada2006
588		p a - -	720	BENEFACTIVE	Chachapoyas	pa		p a	pa		same as genitive	taylor1979
646		p a k -	720	BENEFACTIVE	Chimborazo	pak		p a k	pak			beukema1975
715		p a q -	720	BENEFACTIVE	Cuzco	paq		p a q	paq			cusihuaman1976
819		p a q -	720	BENEFACTIVE	Ferrenafe	paq		p a q	paq			taylor1982
892		p a q -	720	BENEFACTIVE	Huallaga	paq		p a q	paq			weber1996
1013		p a q -	720	BENEFACTIVE	Huanca	paq		p a q	paq			cerron1976
1110		p a q -	720	BENEFACTIVE	Huangascar	paq		p a q	paq			shimelman2017
1223		p a q -	720	BENEFACTIVE	HuarazHuailas	paq		p a q	paq,shi		paa Raimondi y huari	parker1976
1366		p a q -	720	BENEFACTIVE	Laraos	paq		p a q	paq			taylor1990
1428		p a q -	720	BENEFACTIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1541		p a q -	720	BENEFACTIVE	Pacaraos	paq		p a q	paq			adelaar1987
1619		p a - -	720	BENEFACTIVE	Pastaza	pa		p a	pa			landerman1973
1678		p a - -	720	BENEFACTIVE	SanMartin	pa		p a	pa		same as genitive	coombs1976
1754		p a q -	720	BENEFACTIVE	SanPedro	paq		p a q	paq			shimelman2017
1875		p a χ -	720	BENEFACTIVE	Santiagueno	paq		p a χ	paq			juanatey2020
1962		p a q -	720	BENEFACTIVE	Tarma	paq		p a q	paq			adelaar1977
2180		p a q	720	BENEFACTIVE	Imbabura	paj		p a q				cole1985
#
30		tʃ i	766	CAUSATIVE	Apuri	chi		tʃ i	chi			shimelman2017
161		tʃ i	766	CAUSATIVE	Apurimac	chi		tʃ i	chi			camacho2006
257		tʃ i	766	CAUSATIVE	Ayacucho	či		tʃ i	či			parker1969
377		tʃ i	766	CAUSATIVE	Azuay	chi		tʃ i	chi			cordero1955
416		tʃ i	766	CAUSATIVE	Cacra-Hongos	chi		tʃ i	chi			shimelman2017
525		tʃ i	766	CAUSATIVE	Cajamarca	chi		tʃ i	chi			quesada2006
589		tʃ i	766	CAUSATIVE	Chachapoyas	či		tʃ i	či			taylor1979
647		tʃ i	766	CAUSATIVE	Chimborazo	ci		tʃ i	ci			beukema1975
766		tʃ i	766	CAUSATIVE	Cuzco	chi		tʃ i	chi			cusihuaman1976
821		tʃ i	766	CAUSATIVE	Ferrenafe	chi		tʃ i	chi			taylor1982
898		tʃ i	766	CAUSATIVE	Huallaga	či		tʃ i	či			weber1996
1015		tʃ i	766	CAUSATIVE	Huanca	chi		tʃ i	chi			cerron1976
1111		tʃ i	766	CAUSATIVE	Huangascar	chi		tʃ i	chi			shimelman2017
1265		ts i	766	CAUSATIVE	HuarazHuailas	tsi		ts i	raykur, tsi			parker1976
1337		tʃ i	766	CAUSATIVE	Inga	chi		tʃ i	chi			tandioy1978
1367		tʃ i	766	CAUSATIVE	Laraos	chi		tʃ i	chi			taylor1990
1429		tʃ i	766	CAUSATIVE	Lincha-Tana	chi		tʃ i	chi			shimelman2017
1542		s i	766	CAUSATIVE	Pacaraos	si		s i	si			adelaar1987
1620		tʃ i	766	CAUSATIVE	Pastaza	chi		tʃ i	chi			landerman1973
1681		tʃ i	766	CAUSATIVE	SanMartin	chi		tʃ i	chi			coombs1976
1755		tʃ i	766	CAUSATIVE	SanPedro	chi		tʃ i	chi			shimelman2017
1877		tʃ i	766	CAUSATIVE	Santiagueno	chi		tʃ i	chi			juanatey2020
1965		tʃ i	766	CAUSATIVE	Tarma	chi		tʃ i	chi			adelaar1977
2182		tʃ i	766	CAUSATIVE	Imbabura	chi		tʃ i				cole1985
#
32		m u	800	CISLOCATIVE	Apuri	mu		m u	mu			shimelman2017
163		m u	800	CISLOCATIVE	Apurimac	mu		m u	mu			camacho2006
164		m u	800	CISLOCATIVE	Apurimac	mu		m u	mu			camacho2006
259		m u	800	CISLOCATIVE	Ayacucho	mu		m u	mu			parker1969
333		m u	800	CISLOCATIVE	Azuay	mu		m u	mu			cordero1955
418		m u	800	CISLOCATIVE	Cacra-Hongos	mu		m u	mu			shimelman2017
526		m u	800	CISLOCATIVE	Cajamarca	mu		m u	mu			quesada2006
590		m u	800	CISLOCATIVE	Chachapoyas	mu		m u	mu			taylor1979
649		m u	800	CISLOCATIVE	Chimborazo	mu		m u	mu			beukema1975
719		m u	800	CISLOCATIVE	Cuzco	mu		m u	mu			cusihuaman1976
822		m u	800	CISLOCATIVE	Ferrenafe	mu		m u	mu			taylor1982
899		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu		Con verbos de movimiento, ‘hacia acá’. Con verbos de no movimiento, ‘a una distancia del hablante o del “punto de perspectiva”’.	weber1996
900		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu			weber1996
1016		m a	800	CISLOCATIVE	Huanca	ma		m a	ma			cerron1976
1113		m u	800	CISLOCATIVE	Huangascar	mu		m u	mu			shimelman2017
1226		m u	800	CISLOCATIVE	HuarazHuailas	mu		m u	mu			parker1976
1292		m u	800	CISLOCATIVE	Inga	mu		m u	mu			tandioy1978
1431		m u	800	CISLOCATIVE	Lincha-Tana	mu		m u	mu			shimelman2017
1543		m u	800	CISLOCATIVE	Pacaraos	mu		m u	mu			adelaar1987
1621		m a	800	CISLOCATIVE	Pastaza	ma		m a	ma		/Sacha-ma/ ‘Al monte’	landerman1973
1682		m u	800	CISLOCATIVE	SanMartin	mu		m u	mu			coombs1976
1757		m u	800	CISLOCATIVE	SanPedro	mu		m u	mu			shimelman2017
1966		m u	800	CISLOCATIVE	Tarma	mu		m u	mu			adelaar1977
2065		m u	800	CISLOCATIVE	Laraos	mu		m u				taylor1990
2139		m u	800	CISLOCATIVE	Santiagueno	mu		m u				alderetes2001
2183		m u	800	CISLOCATIVE	Imbabura	mu		m u				cole1985
#
33		h i n a -	824	COMPARATIVE	Apuri	hina		h i n a	hina			shimelman2017
260		h i n a -	824	COMPARATIVE	Ayacucho	hina		h i n a	hina			parker1969
419		h i n a -	824	COMPARATIVE	Cacra-Hongos	hina		h i n a	hina			shimelman2017
527		ʃ i n a -	824	COMPARATIVE	Cajamarca	shina		ʃ i n a	shina			quesada2006
650		j a ʒ i	826	COMPARATIVE	Chimborazo	yaži		j a ʒ i	yaži			beukema1975
823		- - n o -	9	COMPARATIVE	Ferrenafe	no		n o	no, yupaq			taylor1982
902		- - n a w	9	COMPARATIVE	Huallaga	naw		n a w	naw			weber1996
1017		- - n a w	9	COMPARATIVE	Huanca	naw		n a w	naw			cerron1976
1114		h i n a -	824	COMPARATIVE	Huangascar	hina		h i n a	hina			shimelman2017
1227		- - n a w	9	COMPARATIVE	HuarazHuailas	naw		n a w	naw			parker1976
1432		h i n a -	824	COMPARATIVE	Lincha-Tana	hina		h i n a	hina			shimelman2017
1544		- - n a w	9	COMPARATIVE	Pacaraos	naw		n a w	naw			adelaar1987
1683		ʃ i n a -	824	COMPARATIVE	SanMartin	shina		ʃ i n a	shina			coombs1976
1758		h i n a -	824	COMPARATIVE	SanPedro	hina		h i n a	hina			shimelman2017
1879		- i n a -	824	COMPARATIVE	Santiagueno	ina		i n a	ina			juanatey2020
2067		h i n a	824	COMPARATIVE	Laraos	hina		h i n a				taylor1990
2120		ʃ i n a	824	COMPARATIVE	Chachapoyas	shina		ʃ i n a				taylor1979
2159		s i n a	824	COMPARATIVE	Inga	sina		s i n a				tandioy1978
2184		ʃ n a	824	COMPARATIVE	Imbabura	shna		ʃ n a				cole1985
2277		h i n a	824	COMPARATIVE	Apurimac	hina		h i n a	hina			camacho2006
#
34		m a n	853	CONDITIONAL	Apuri	man		m a n	man			shimelman2017
165		m a n	853	CONDITIONAL	Apurimac	man		m a n	man			camacho2006
261		m a n	853	CONDITIONAL	Ayacucho	man		m a n	man			parker1969
335		n t ɾ a	854	CONDITIONAL	Azuay	ntra		n t ɾ a	ntra			cordero1955
420		m a n	853	CONDITIONAL	Cacra-Hongos	man		m a n	man			shimelman2017
528		m a n	853	CONDITIONAL	Cajamarca	man		m a n	man			quesada2006
591		m a n	853	CONDITIONAL	Chachapoyas	man		m a n	man			taylor1979
651		m a n	853	CONDITIONAL	Chimborazo	man		m a n	man			beukema1975
905		m a n	853	CONDITIONAL	Huallaga	man		m a n	man			weber1996
1115		m a n	853	CONDITIONAL	Huangascar	man		m a n	man			shimelman2017
1228		m a n	853	CONDITIONAL	HuarazHuailas	man		m a n	man			parker1976
1293		n t r a	854	CONDITIONAL	Inga	ntra		n t r a	ntra			tandioy1978
1433		m a n	853	CONDITIONAL	Lincha-Tana	man		m a n	man			shimelman2017
1547		m a n	853	CONDITIONAL	Pacaraos	man		m a n	man			adelaar1987
1622		m a -	853	CONDITIONAL	Pastaza	ma		m a	ma			landerman1973
1684		m a n	853	CONDITIONAL	SanMartin	man		m a n	man			coombs1976
1759		m a n	853	CONDITIONAL	SanPedro	man		m a n	man			shimelman2017
1880		m a n	853	CONDITIONAL	Santiagueno	man		m a n	man			juanatey2020
1968		m a n	853	CONDITIONAL	Tarma	man		m a n	man			adelaar1977
2055		m a n	853	CONDITIONAL	Ferrenafe	man		m a n				taylor1982
2069		m a n	853	CONDITIONAL	Laraos	man		m a n				taylor1990
2165		m a n	853	CONDITIONAL	Imbabura	man		m a n				cole1985
2264		m a n	853	CONDITIONAL	Cuzco	man		m a n				cusihuaman1976
#
35		ɾ a q -	877	CONTINUATIVE	Apuri	raq		ɾ a q	raq			shimelman2017
166		r a q -	877	CONTINUATIVE	Apurimac	raq		r a q	raq			camacho2006
262		ɾ a χ -	877	CONTINUATIVE	Ayacucho	raq		ɾ a χ	raq			parker1969
421		ɾ a q -	877	CONTINUATIVE	Cacra-Hongos	raq		ɾ a q	raq			shimelman2017
529		ɾ a χ -	877	CONTINUATIVE	Cajamarca	raq		ɾ a χ	raq			quesada2006
653		r a k -	877	CONTINUATIVE	Chimborazo	rak		r a k	rak			beukema1975
826		ɾ a q -	877	CONTINUATIVE	Ferrenafe	raq		ɾ a q	raq			taylor1982
908		ʐ a q -	877	CONTINUATIVE	Huallaga	raq		ʐ a q	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
909		ʐ - a n	877	CONTINUATIVE	Huallaga	ran		ʐ a n	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
1018		l a q -	877	CONTINUATIVE	Huanca	laq		l a q	laq			cerron1976
1116		ɾ a q -	877	CONTINUATIVE	Huangascar	raq		ɾ a q	raq			shimelman2017
1368		ɾ a q -	877	CONTINUATIVE	Laraos	raq		ɾ a q	raq			taylor1990
1434		ɾ a q -	877	CONTINUATIVE	Lincha-Tana	raq		ɾ a q	raq			shimelman2017
1548		ɾ a q	877	CONTINUATIVE	Pacaraos	raq		ɾ a q	raa			adelaar1987
1760		ɾ a q -	877	CONTINUATIVE	SanPedro	raq		ɾ a q	raq			shimelman2017
1969		ɾ a q -	877	CONTINUATIVE	Tarma	raq		ɾ a q	raq			adelaar1977
2138		r a q	877	CONTINUATIVE	Santiagueno	raq		r a q				alderetes2001
2198		r a q	877	CONTINUATIVE	Imbabura	raj		r a q				cole1985
#
36		m a n	911	DATIVE/ILATIVE	Apuri	man		m a n	man			shimelman2017
168		m a n	911	DATIVE/ILATIVE	Apurimac	man		m a n	man			camacho2006
264		m a n	911	DATIVE/ILATIVE	Ayacucho	man		m a n	man			parker1969
339		m a -	911	DATIVE/ILATIVE	Azuay	ma		m a	ma			cordero1955
422		m a n	911	DATIVE/ILATIVE	Cacra-Hongos	man		m a n	man			shimelman2017
530		m a n	911	DATIVE/ILATIVE	Cajamarca	man		m a n	man			quesada2006
592		m a n	911	DATIVE/ILATIVE	Chachapoyas	man		m a n	man			taylor1979
655		m a n	911	DATIVE/ILATIVE	Chimborazo	man		m a n	man			beukema1975
723		m a n	911	DATIVE/ILATIVE	Cuzco	man		m a n	man			cusihuaman1976
827		m a n	911	DATIVE/ILATIVE	Ferrenafe	man		m a n	man		alativo	taylor1982
910		m a n	911	DATIVE/ILATIVE	Huallaga	man		m a n	man		Similar al dativo de otras variedades. Wasi-:-man ša-mu-nki! / casa-1P-MET venir-LEJ-2 / ‘¡Ven a mi casa!’	weber1996
1020		m a n	911	DATIVE/ILATIVE	Huanca	man		m a n	man			cerron1976
1117		m a n	911	DATIVE/ILATIVE	Huangascar	man		m a n	man			shimelman2017
1230		m a n	911	DATIVE/ILATIVE	HuarazHuailas	man		m a n	man			parker1976
1297		m a -	911	DATIVE/ILATIVE	Inga	ma		m a	ma			tandioy1978
1369		m a n	911	DATIVE/ILATIVE	Laraos	man		m a n	man			taylor1990
1435		m a n	911	DATIVE/ILATIVE	Lincha-Tana	man		m a n	man			shimelman2017
1549		m a n	911	DATIVE/ILATIVE	Pacaraos	man		m a n	man			adelaar1987
1686		m a n	911	DATIVE/ILATIVE	SanMartin	man		m a n	man			coombs1976
1761		m a n	911	DATIVE/ILATIVE	SanPedro	man		m a n	man			shimelman2017
1881		t -	614	DATIVE/ILATIVE	Santiagueno	t		t	t,ta			juanatey2020
1882		t a	614	DATIVE/ILATIVE	Santiagueno	ta		t a	t,ta			juanatey2020
1970		m a n	911	DATIVE/ILATIVE	Tarma	man		m a n	man		named “allative”	adelaar1977
2186		m a n	911	DATIVE/ILATIVE	Imbabura	man		m a n	man			cole1985
2295		m a	911	DATIVE/ILATIVE	Pastaza	ma		m a	ma			landerman1973
#
37		n a j a	939	DESIDERATIVE	Apuri	naya		n a j a	naya			shimelman2017
